Year,MonthNo,CountryCode,ProductKey,UnitCost
2022,12,CA,212,6.057
2023,1,CA,212,6.057
2023,3,CA,212,6.057
2023,5,CA,212,6.057
2023,7,CA,212,6.057
2023,8,CA,212,6.057
2023,9,CA,212,6.057
2023,10,CA,212,6.057
2023,11,CA,212,6.057
2022,12,US,212,6.057
2023,1,US,212,6.057
2023,3,US,212,6.057
2023,5,US,212,6.057
2023,7,US,212,6.057
2023,8,US,212,6.057
2023,9,US,212,6.057
2023,10,US,212,6.057
2023,11,US,212,6.057
2023,12,CA,213,5.94
2024,1,CA,213,5.94
2024,2,CA,213,5.94
2024,3,CA,213,5.94
2024,4,CA,213,5.94
2024,5,CA,213,5.94
2024,6,CA,213,5.94
2024,7,CA,213,5.94
2024,8,CA,213,5.94
2024,9,CA,213,5.94
2024,10,CA,213,5.94
2024,11,CA,213,5.94
2023,12,FR,213,5.94
2024,1,FR,213,5.94
2024,2,FR,213,5.94
2024,3,FR,213,5.94
2024,4,FR,213,5.94
2024,6,FR,213,5.94
2024,7,FR,213,5.94
2024,9,FR,213,5.94
2024,10,FR,213,5.94
2023,12,GB,213,5.94
2024,1,GB,213,5.94
2024,2,GB,213,5.94
2024,3,GB,213,5.94
2024,4,GB,213,5.94
2024,5,GB,213,5.94
2024,6,GB,213,5.94
2024,7,GB,213,5.94
2024,9,GB,213,5.94
2024,10,GB,213,5.94
2024,11,GB,213,5.94
2023,12,US,213,5.94
2024,1,US,213,5.94
2024,2,US,213,5.94
2024,3,US,213,5.94
2024,4,US,213,5.94
2024,5,US,213,5.94
2024,6,US,213,5.94
2024,7,US,213,5.94
2024,8,US,213,5.94
2024,9,US,213,5.94
2024,10,US,213,5.94
2024,11,US,213,5.94
2025,1,BR,214,10.245
2025,2,BR,214,10.245
2025,5,BR,214,10.245
2025,11,BR,214,10.245
2024,12,CA,214,6.147
2025,1,CA,214,6.147
2025,2,CA,214,6.147
2025,3,CA,214,6.147
2025,4,CA,214,6.147
2025,5,CA,214,6.147
2025,6,CA,214,6.147
2025,7,CA,214,6.147
2025,8,CA,214,6.147
2025,9,CA,214,6.147
2025,10,CA,214,6.147
2025,11,CA,214,6.147
2024,12,DE,214,6.147
2025,1,DE,214,6.147
2025,2,DE,214,6.147
2025,3,DE,214,6.147
2025,4,DE,214,6.147
2025,5,DE,214,6.147
2025,6,DE,214,6.147
2025,7,DE,214,6.147
2025,8,DE,214,6.147
2025,9,DE,214,6.147
2025,10,DE,214,6.147
2025,11,DE,214,6.147
2024,12,FR,214,6.147
2025,1,FR,214,6.147
2025,2,FR,214,6.147
2025,3,FR,214,6.147
2025,4,FR,214,6.147
2025,5,FR,214,6.147
2025,6,FR,214,6.147
2025,7,FR,214,6.147
2025,8,FR,214,6.147
2025,9,FR,214,6.147
2025,10,FR,214,6.147
2025,11,FR,214,6.147
2024,12,GB,214,6.147
2025,1,GB,214,6.147
2025,2,GB,214,6.147
2025,3,GB,214,6.147
2025,4,GB,214,6.147
2025,5,GB,214,6.147
2025,6,GB,214,6.147
2025,8,GB,214,6.147
2025,9,GB,214,6.147
2025,10,GB,214,6.147
2025,11,GB,214,6.147
2024,12,US,214,6.147
2025,1,US,214,6.147
2025,2,US,214,6.147
2025,3,US,214,6.147
2025,4,US,214,6.147
2025,5,US,214,6.147
2025,6,US,214,6.147
2025,7,US,214,6.147
2025,8,US,214,6.147
2025,9,US,214,6.147
2025,10,US,214,6.147
2025,11,US,214,6.147
2022,12,CA,215,6.057
2023,1,CA,215,6.057
2023,3,CA,215,6.057
2023,5,CA,215,6.057
2023,7,CA,215,6.057
2023,8,CA,215,6.057
2023,9,CA,215,6.057
2023,10,CA,215,6.057
2023,11,CA,215,6.057
2022,12,US,215,6.057
2023,1,US,215,6.057
2023,3,US,215,6.057
2023,5,US,215,6.057
2023,7,US,215,6.057
2023,8,US,215,6.057
2023,9,US,215,6.057
2023,10,US,215,6.057
2023,11,US,215,6.057
2023,12,CA,216,5.949
2024,1,CA,216,5.949
2024,2,CA,216,5.949
2024,3,CA,216,5.949
2024,4,CA,216,5.949
2024,5,CA,216,5.949
2024,6,CA,216,5.949
2024,7,CA,216,5.949
2024,8,CA,216,5.949
2024,9,CA,216,5.949
2024,10,CA,216,5.949
2024,11,CA,216,5.949
2023,12,FR,216,5.949
2024,1,FR,216,5.949
2024,2,FR,216,5.949
2024,3,FR,216,5.949
2024,4,FR,216,5.949
2024,6,FR,216,5.949
2024,7,FR,216,5.949
2024,9,FR,216,5.949
2024,10,FR,216,5.949
2023,12,GB,216,5.949
2024,1,GB,216,5.949
2024,2,GB,216,5.949
2024,3,GB,216,5.949
2024,4,GB,216,5.949
2024,6,GB,216,5.949
2024,7,GB,216,5.949
2024,9,GB,216,5.949
2024,10,GB,216,5.949
2024,11,GB,216,5.949
2023,12,US,216,5.949
2024,1,US,216,5.949
2024,2,US,216,5.949
2024,3,US,216,5.949
2024,4,US,216,5.949
2024,5,US,216,5.949
2024,6,US,216,5.949
2024,7,US,216,5.949
2024,8,US,216,5.949
2024,9,US,216,5.949
2024,10,US,216,5.949
2024,11,US,216,5.949
2025,1,BR,217,10.255
2025,2,BR,217,10.255
2025,5,BR,217,10.255
2025,6,BR,217,10.255
2025,8,BR,217,10.255
2025,11,BR,217,10.255
2024,12,CA,217,6.153
2025,1,CA,217,6.153
2025,2,CA,217,6.153
2025,3,CA,217,6.153
2025,4,CA,217,6.153
2025,5,CA,217,6.153
2025,6,CA,217,6.153
2025,7,CA,217,6.153
2025,8,CA,217,6.153
2025,9,CA,217,6.153
2025,10,CA,217,6.153
2025,11,CA,217,6.153
2024,12,DE,217,6.153
2025,1,DE,217,6.153
2025,2,DE,217,6.153
2025,3,DE,217,6.153
2025,4,DE,217,6.153
2025,5,DE,217,6.153
2025,6,DE,217,6.153
2025,7,DE,217,6.153
2025,8,DE,217,6.153
2025,9,DE,217,6.153
2025,10,DE,217,6.153
2025,11,DE,217,6.153
2024,12,FR,217,6.153
2025,1,FR,217,6.153
2025,2,FR,217,6.153
2025,3,FR,217,6.153
2025,4,FR,217,6.153
2025,5,FR,217,6.153
2025,6,FR,217,6.153
2025,7,FR,217,6.153
2025,8,FR,217,6.153
2025,9,FR,217,6.153
2025,10,FR,217,6.153
2025,11,FR,217,6.153
2024,12,GB,217,6.153
2025,1,GB,217,6.153
2025,2,GB,217,6.153
2025,3,GB,217,6.153
2025,4,GB,217,6.153
2025,5,GB,217,6.153
2025,6,GB,217,6.153
2025,7,GB,217,6.153
2025,8,GB,217,6.153
2025,9,GB,217,6.153
2025,10,GB,217,6.153
2025,11,GB,217,6.153
2024,12,US,217,6.153
2025,1,US,217,6.153
2025,2,US,217,6.153
2025,3,US,217,6.153
2025,4,US,217,6.153
2025,5,US,217,6.153
2025,6,US,217,6.153
2025,7,US,217,6.153
2025,8,US,217,6.153
2025,9,US,217,6.153
2025,10,US,217,6.153
2025,11,US,217,6.153
2022,12,CA,218,1.698
2023,1,CA,218,1.698
2023,3,CA,218,1.698
2023,5,CA,218,1.698
2023,7,CA,218,1.698
2023,8,CA,218,1.698
2023,9,CA,218,1.698
2023,10,CA,218,1.698
2023,11,CA,218,1.698
2022,12,US,218,1.698
2023,1,US,218,1.698
2023,3,US,218,1.698
2023,5,US,218,1.698
2023,7,US,218,1.698
2023,8,US,218,1.698
2023,9,US,218,1.698
2023,10,US,218,1.698
2023,11,US,218,1.698
2023,1,CA,219,1.71
2023,5,CA,219,1.71
2023,10,CA,219,1.71
2023,11,CA,219,1.71
2022,12,US,219,1.71
2023,1,US,219,1.71
2023,3,US,219,1.71
2023,5,US,219,1.71
2023,9,US,219,1.71
2023,10,US,219,1.71
2023,11,US,219,1.71
2022,12,CA,220,6.057
2023,1,CA,220,6.057
2023,3,CA,220,6.057
2023,5,CA,220,6.057
2023,7,CA,220,6.057
2023,8,CA,220,6.057
2023,9,CA,220,6.057
2023,10,CA,220,6.057
2023,11,CA,220,6.057
2022,12,US,220,6.057
2023,1,US,220,6.057
2023,3,US,220,6.057
2023,5,US,220,6.057
2023,7,US,220,6.057
2023,8,US,220,6.057
2023,9,US,220,6.057
2023,10,US,220,6.057
2023,11,US,220,6.057
2023,12,CA,221,5.952
2024,1,CA,221,5.952
2024,2,CA,221,5.952
2024,3,CA,221,5.952
2024,4,CA,221,5.952
2024,5,CA,221,5.952
2024,6,CA,221,5.952
2024,7,CA,221,5.952
2024,8,CA,221,5.952
2024,9,CA,221,5.952
2024,10,CA,221,5.952
2024,11,CA,221,5.952
2023,12,FR,221,5.952
2024,1,FR,221,5.952
2024,2,FR,221,5.952
2024,3,FR,221,5.952
2024,4,FR,221,5.952
2024,5,FR,221,5.952
2024,6,FR,221,5.952
2024,7,FR,221,5.952
2024,9,FR,221,5.952
2024,10,FR,221,5.952
2023,12,GB,221,5.952
2024,1,GB,221,5.952
2024,2,GB,221,5.952
2024,3,GB,221,5.952
2024,4,GB,221,5.952
2024,5,GB,221,5.952
2024,6,GB,221,5.952
2024,7,GB,221,5.952
2024,9,GB,221,5.952
2024,10,GB,221,5.952
2024,11,GB,221,5.952
2023,12,US,221,5.952
2024,1,US,221,5.952
2024,2,US,221,5.952
2024,3,US,221,5.952
2024,4,US,221,5.952
2024,5,US,221,5.952
2024,6,US,221,5.952
2024,7,US,221,5.952
2024,8,US,221,5.952
2024,9,US,221,5.952
2024,10,US,221,5.952
2024,11,US,221,5.952
2025,1,BR,222,10.26
2025,2,BR,222,10.26
2025,5,BR,222,10.26
2025,8,BR,222,10.26
2025,10,BR,222,10.26
2025,11,BR,222,10.26
2024,12,CA,222,6.156
2025,1,CA,222,6.156
2025,2,CA,222,6.156
2025,3,CA,222,6.156
2025,4,CA,222,6.156
2025,5,CA,222,6.156
2025,6,CA,222,6.156
2025,7,CA,222,6.156
2025,8,CA,222,6.156
2025,9,CA,222,6.156
2025,10,CA,222,6.156
2025,11,CA,222,6.156
2024,12,DE,222,6.156
2025,1,DE,222,6.156
2025,2,DE,222,6.156
2025,3,DE,222,6.156
2025,4,DE,222,6.156
2025,5,DE,222,6.156
2025,6,DE,222,6.156
2025,7,DE,222,6.156
2025,8,DE,222,6.156
2025,9,DE,222,6.156
2025,10,DE,222,6.156
2025,11,DE,222,6.156
2024,12,FR,222,6.156
2025,1,FR,222,6.156
2025,2,FR,222,6.156
2025,3,FR,222,6.156
2025,4,FR,222,6.156
2025,5,FR,222,6.156
2025,6,FR,222,6.156
2025,7,FR,222,6.156
2025,8,FR,222,6.156
2025,9,FR,222,6.156
2025,10,FR,222,6.156
2025,11,FR,222,6.156
2024,12,GB,222,6.156
2025,1,GB,222,6.156
2025,2,GB,222,6.156
2025,3,GB,222,6.156
2025,4,GB,222,6.156
2025,5,GB,222,6.156
2025,6,GB,222,6.156
2025,7,GB,222,6.156
2025,8,GB,222,6.156
2025,9,GB,222,6.156
2025,10,GB,222,6.156
2025,11,GB,222,6.156
2024,12,US,222,6.156
2025,1,US,222,6.156
2025,2,US,222,6.156
2025,3,US,222,6.156
2025,4,US,222,6.156
2025,5,US,222,6.156
2025,6,US,222,6.156
2025,7,US,222,6.156
2025,8,US,222,6.156
2025,9,US,222,6.156
2025,10,US,222,6.156
2025,11,US,222,6.156
2022,12,CA,223,1.557
2023,1,CA,223,1.557
2023,3,CA,223,1.557
2023,5,CA,223,1.557
2023,7,CA,223,1.557
2023,8,CA,223,1.557
2023,9,CA,223,1.557
2023,10,CA,223,1.557
2023,11,CA,223,1.557
2022,12,US,223,1.557
2023,1,US,223,1.557
2023,3,US,223,1.557
2023,5,US,223,1.557
2023,7,US,223,1.557
2023,8,US,223,1.557
2023,9,US,223,1.557
2023,10,US,223,1.557
2023,11,US,223,1.557
2023,12,CA,224,1.551
2024,1,CA,224,1.551
2024,2,CA,224,1.551
2024,3,CA,224,1.551
2024,4,CA,224,1.551
2024,5,CA,224,1.551
2024,6,CA,224,1.551
2024,7,CA,224,1.551
2024,8,CA,224,1.551
2024,9,CA,224,1.551
2024,10,CA,224,1.551
2024,11,CA,224,1.551
2023,12,FR,224,1.551
2024,1,FR,224,1.551
2024,2,FR,224,1.551
2024,3,FR,224,1.551
2024,4,FR,224,1.551
2024,5,FR,224,1.551
2024,6,FR,224,1.551
2024,7,FR,224,1.551
2024,9,FR,224,1.551
2024,10,FR,224,1.551
2024,11,FR,224,1.551
2023,12,GB,224,1.551
2024,1,GB,224,1.551
2024,2,GB,224,1.551
2024,3,GB,224,1.551
2024,4,GB,224,1.551
2024,5,GB,224,1.551
2024,6,GB,224,1.551
2024,7,GB,224,1.551
2024,8,GB,224,1.551
2024,9,GB,224,1.551
2024,10,GB,224,1.551
2024,11,GB,224,1.551
2023,12,US,224,1.551
2024,1,US,224,1.551
2024,2,US,224,1.551
2024,3,US,224,1.551
2024,4,US,224,1.551
2024,5,US,224,1.551
2024,6,US,224,1.551
2024,7,US,224,1.551
2024,8,US,224,1.551
2024,9,US,224,1.551
2024,10,US,224,1.551
2024,11,US,224,1.551
2025,1,BR,225,2.675
2025,2,BR,225,2.675
2025,4,BR,225,2.675
2025,5,BR,225,2.675
2025,6,BR,225,2.675
2025,7,BR,225,2.675
2025,8,BR,225,2.675
2025,9,BR,225,2.675
2025,10,BR,225,2.675
2025,11,BR,225,2.675
2024,12,CA,225,1.605
2025,1,CA,225,1.605
2025,2,CA,225,1.605
2025,3,CA,225,1.605
2025,4,CA,225,1.605
2025,5,CA,225,1.605
2025,6,CA,225,1.605
2025,7,CA,225,1.605
2025,8,CA,225,1.605
2025,9,CA,225,1.605
2025,10,CA,225,1.605
2025,11,CA,225,1.605
2024,12,DE,225,1.605
2025,1,DE,225,1.605
2025,2,DE,225,1.605
2025,3,DE,225,1.605
2025,4,DE,225,1.605
2025,5,DE,225,1.605
2025,6,DE,225,1.605
2025,7,DE,225,1.605
2025,8,DE,225,1.605
2025,9,DE,225,1.605
2025,10,DE,225,1.605
2025,11,DE,225,1.605
2024,12,FR,225,1.605
2025,1,FR,225,1.605
2025,2,FR,225,1.605
2025,3,FR,225,1.605
2025,4,FR,225,1.605
2025,5,FR,225,1.605
2025,6,FR,225,1.605
2025,7,FR,225,1.605
2025,8,FR,225,1.605
2025,9,FR,225,1.605
2025,10,FR,225,1.605
2025,11,FR,225,1.605
2024,12,GB,225,1.605
2025,1,GB,225,1.605
2025,2,GB,225,1.605
2025,3,GB,225,1.605
2025,4,GB,225,1.605
2025,5,GB,225,1.605
2025,6,GB,225,1.605
2025,7,GB,225,1.605
2025,8,GB,225,1.605
2025,9,GB,225,1.605
2025,10,GB,225,1.605
2025,11,GB,225,1.605
2024,12,US,225,1.605
2025,1,US,225,1.605
2025,2,US,225,1.605
2025,3,US,225,1.605
2025,4,US,225,1.605
2025,5,US,225,1.605
2025,6,US,225,1.605
2025,7,US,225,1.605
2025,8,US,225,1.605
2025,9,US,225,1.605
2025,10,US,225,1.605
2025,11,US,225,1.605
2022,12,CA,229,8.655
2023,1,CA,229,8.655
2023,3,CA,229,8.655
2023,5,CA,229,8.655
2023,7,CA,229,8.655
2023,8,CA,229,8.655
2023,9,CA,229,8.655
2023,10,CA,229,8.655
2023,11,CA,229,8.655
2022,12,US,229,8.655
2023,1,US,229,8.655
2023,3,US,229,8.655
2023,5,US,229,8.655
2023,7,US,229,8.655
2023,8,US,229,8.655
2023,9,US,229,8.655
2023,10,US,229,8.655
2023,11,US,229,8.655
2023,12,CA,230,8.643
2024,1,CA,230,8.643
2024,2,CA,230,8.643
2024,3,CA,230,8.643
2024,4,CA,230,8.643
2024,5,CA,230,8.643
2024,6,CA,230,8.643
2024,7,CA,230,8.643
2024,8,CA,230,8.643
2024,9,CA,230,8.643
2024,10,CA,230,8.643
2024,11,CA,230,8.643
2023,12,FR,230,8.643
2024,1,FR,230,8.643
2024,3,FR,230,8.643
2024,4,FR,230,8.643
2024,6,FR,230,8.643
2024,7,FR,230,8.643
2024,9,FR,230,8.643
2024,10,FR,230,8.643
2023,12,GB,230,8.643
2024,1,GB,230,8.643
2024,2,GB,230,8.643
2024,3,GB,230,8.643
2024,4,GB,230,8.643
2024,5,GB,230,8.643
2024,6,GB,230,8.643
2024,7,GB,230,8.643
2024,9,GB,230,8.643
2024,10,GB,230,8.643
2024,11,GB,230,8.643
2023,12,US,230,8.643
2024,1,US,230,8.643
2024,2,US,230,8.643
2024,3,US,230,8.643
2024,4,US,230,8.643
2024,5,US,230,8.643
2024,6,US,230,8.643
2024,7,US,230,8.643
2024,8,US,230,8.643
2024,9,US,230,8.643
2024,10,US,230,8.643
2024,11,US,230,8.643
2024,12,BR,231,14.96
2025,2,BR,231,14.96
2025,3,BR,231,14.96
2025,5,BR,231,14.96
2025,9,BR,231,14.96
2025,11,BR,231,14.96
2024,12,CA,231,8.976
2025,1,CA,231,8.976
2025,2,CA,231,8.976
2025,3,CA,231,8.976
2025,4,CA,231,8.976
2025,5,CA,231,8.976
2025,6,CA,231,8.976
2025,7,CA,231,8.976
2025,8,CA,231,8.976
2025,9,CA,231,8.976
2025,10,CA,231,8.976
2025,11,CA,231,8.976
2024,12,DE,231,8.976
2025,1,DE,231,8.976
2025,2,DE,231,8.976
2025,3,DE,231,8.976
2025,4,DE,231,8.976
2025,5,DE,231,8.976
2025,6,DE,231,8.976
2025,7,DE,231,8.976
2025,9,DE,231,8.976
2025,10,DE,231,8.976
2025,11,DE,231,8.976
2024,12,FR,231,8.976
2025,1,FR,231,8.976
2025,2,FR,231,8.976
2025,3,FR,231,8.976
2025,4,FR,231,8.976
2025,5,FR,231,8.976
2025,6,FR,231,8.976
2025,7,FR,231,8.976
2025,8,FR,231,8.976
2025,9,FR,231,8.976
2025,10,FR,231,8.976
2025,11,FR,231,8.976
2024,12,GB,231,8.976
2025,1,GB,231,8.976
2025,2,GB,231,8.976
2025,3,GB,231,8.976
2025,4,GB,231,8.976
2025,5,GB,231,8.976
2025,6,GB,231,8.976
2025,8,GB,231,8.976
2025,9,GB,231,8.976
2025,10,GB,231,8.976
2025,11,GB,231,8.976
2024,12,US,231,8.976
2025,1,US,231,8.976
2025,2,US,231,8.976
2025,3,US,231,8.976
2025,4,US,231,8.976
2025,5,US,231,8.976
2025,6,US,231,8.976
2025,7,US,231,8.976
2025,8,US,231,8.976
2025,9,US,231,8.976
2025,10,US,231,8.976
2025,11,US,231,8.976
2022,12,CA,232,8.646
2023,1,CA,232,8.646
2023,3,CA,232,8.646
2023,5,CA,232,8.646
2023,7,CA,232,8.646
2023,8,CA,232,8.646
2023,9,CA,232,8.646
2023,10,CA,232,8.646
2023,11,CA,232,8.646
2022,12,US,232,8.646
2023,1,US,232,8.646
2023,3,US,232,8.646
2023,5,US,232,8.646
2023,7,US,232,8.646
2023,8,US,232,8.646
2023,9,US,232,8.646
2023,10,US,232,8.646
2023,11,US,232,8.646
2023,12,CA,233,8.613
2024,1,CA,233,8.613
2024,2,CA,233,8.613
2024,3,CA,233,8.613
2024,4,CA,233,8.613
2024,5,CA,233,8.613
2024,6,CA,233,8.613
2024,7,CA,233,8.613
2024,8,CA,233,8.613
2024,9,CA,233,8.613
2024,10,CA,233,8.613
2024,11,CA,233,8.613
2023,12,FR,233,8.613
2024,1,FR,233,8.613
2024,2,FR,233,8.613
2024,3,FR,233,8.613
2024,4,FR,233,8.613
2024,5,FR,233,8.613
2024,6,FR,233,8.613
2024,7,FR,233,8.613
2024,9,FR,233,8.613
2024,10,FR,233,8.613
2024,11,FR,233,8.613
2023,12,GB,233,8.613
2024,1,GB,233,8.613
2024,2,GB,233,8.613
2024,3,GB,233,8.613
2024,4,GB,233,8.613
2024,5,GB,233,8.613
2024,6,GB,233,8.613
2024,7,GB,233,8.613
2024,8,GB,233,8.613
2024,9,GB,233,8.613
2024,10,GB,233,8.613
2024,11,GB,233,8.613
2023,12,US,233,8.613
2024,1,US,233,8.613
2024,2,US,233,8.613
2024,3,US,233,8.613
2024,4,US,233,8.613
2024,5,US,233,8.613
2024,6,US,233,8.613
2024,7,US,233,8.613
2024,8,US,233,8.613
2024,9,US,233,8.613
2024,10,US,233,8.613
